Pattern_Generating_Match,Pattern_matched,Piece_Title,Part,First_Note_Measure_Number,Last_Note_Measure_Number,Note_Durations,EMA,EMA_url
"[-2, -2, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Contratenor,22,23,"[4.0, 4.0, 3.0, 1.0, 2.0]","22-23/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/22-23/2/@1.0-end,@start-3.0"
"[-2, -2, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Contratenor,24,25,"[4.0, 1.0, 1.0, 1.0, 1.0]","24-25/2/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/2/@3.0-end,@start-2.5"
"[-2, -2, 2, 1]","[-2, -3, 2, 1]",Missa Confitemini  Kyrie,Contratenor,25,26,"[2.0, 2.0, 2.0, 4.0, 2.0]","25-26/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/2/@3.0-end,@start-4.0"
"[-2, -2, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Tenor,3,4,"[2.0, 1.0, 1.0, 3.0, 1.0]","3-4/3/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/3-4/3/@3.0-end,@start-2.5"
"[-2, -2, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Tenor,6,7,"[2.0, 1.0, 1.0, 2.0, 2.0]","6-7/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/6-7/3/@3.0-end,@start-2.0"
"[-2, -2, 2, 1]","[-2, -2, 2, 1]",Missa Confitemini  Kyrie,Tenor,27,28,"[1.0, 0.5, 0.5, 2.0, 2.0]","27-28/3/@4.0-end,@start-8.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/27-28/3/@4.0-end,@start-8.0"
"[1, 4, -3, 2]","[1, 4, -3, 3]",Missa Confitemini  Kyrie,Superius,20,21,"[4.0, 2.0, 4.0, 2.0, 1.0]","20-21/1/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/20-21/1/@1.0-end,@start-3.0"
"[1, 4, -3, 2]","[1, 4, -3, 2]",Missa Confitemini  Kyrie,Contratenor,9,11,"[4.0, 16.0, 4.0, 2.0, 2.0]","9-11/2/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/9-11/2/@3.0-end,@start-end,@start-4.0"
"[1, 4, -3, 2]","[2, 4, -3, 2]",Missa Confitemini  Kyrie,Tenor,13,15,"[1.0, 2.0, 4.0, 2.0, 4.0]","13-15/3/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/13-15/3/@4.5-end,@start-end,@start-1.0"
"[1, 4, -3, 2]","[1, 5, -3, 2]",Missa Confitemini  Kyrie,Tenor,21,22,"[4.0, 2.0, 4.0, 2.0, 2.0]","21-22/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/21-22/3/@1.0-end,@start-3.0"
"[1, 4, -3, 2]","[1, 5, -3, 2]",Missa Confitemini  Kyrie,Tenor,25,26,"[2.0, 2.0, 4.0, 4.0, 2.0]","25-26/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/3/@2.0-end,@start-4.0"
"[1, 4, -3, 2]","[1, 5, -3, 2]",Missa Confitemini  Kyrie,Bassus,23,24,"[2.0, 2.0, 4.0, 2.0, 2.0]","23-24/4/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/23-24/4/@2.0-end,@start-3.0"
"[1, 4, -3, 2]","[1, 4, -3, 2]",Missa Confitemini  Kyrie,Bassus,25,27,"[2.0, 2.0, 4.0, 2.0, 2.0]","25-27/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-27/4/@4.0-end,@start-end,@start-1.0"
"[4, -3, 2, 2]","[4, -3, 3, 2]",Missa Confitemini  Kyrie,Superius,20,21,"[2.0, 4.0, 2.0, 1.0, 1.0]","20-21/1/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/20-21/1/@3.0-end,@start-3.5"
"[4, -3, 2, 2]","[4, -3, 2, 2]",Missa Confitemini  Kyrie,Contratenor,10,12,"[16.0, 4.0, 2.0, 2.0, 6.0]","10-12/2/@5.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/10-12/2/@5.0-end,@start-end,@start-1.0"
"[4, -3, 2, 2]","[4, -3, 2, 2]",Missa Confitemini  Kyrie,Tenor,14,15,"[2.0, 4.0, 2.0, 4.0, 4.0]","14-15/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/14-15/3/@1.0-end,@start-3.0"
"[4, -3, 2, 2]","[5, -3, 2, 2]",Missa Confitemini  Kyrie,Tenor,21,22,"[2.0, 4.0, 2.0, 2.0, 2.0]","21-22/3/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/21-22/3/@3.0-end,@start-4.0"
"[4, -3, 2, 2]","[5, -3, 2, 2]",Missa Confitemini  Kyrie,Tenor,25,27,"[2.0, 4.0, 4.0, 2.0, 4.0]","25-27/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-27/3/@3.0-end,@start-end,@start-1.0"
"[4, -3, 2, 2]","[5, -2, 2, 2]",Missa Confitemini  Kyrie,Bassus,3,5,"[2.0, 4.0, 3.0, 1.0, 2.0]","3-5/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/3-5/4/@4.0-end,@start-end,@start-1.0"
"[4, -3, 2, 2]","[5, -3, 2, 2]",Missa Confitemini  Kyrie,Bassus,23,24,"[2.0, 4.0, 2.0, 2.0, 2.0]","23-24/4/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/23-24/4/@3.0-end,@start-4.0"
"[4, -3, 2, 2]","[4, -3, 2, 2]",Missa Confitemini  Kyrie,Bassus,26,27,"[2.0, 4.0, 2.0, 2.0, 2.0]","26-27/4/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/26-27/4/@1.0-end,@start-2.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Superius,3,4,"[4.0, 1.0, 1.0, 3.0, 1.0]","3-4/1/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/3-4/1/@4.0-end,@start-4.5"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Superius,8,10,"[2.0, 4.0, 4.0, 2.0, 16.0]","8-10/1/@3.0-end,@start-end,@start-5.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/8-10/1/@3.0-end,@start-end,@start-5.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Superius,27,28,"[2.0, 2.0, 4.0, 2.0, 16.0]","27-28/1/@2.0-end,@start-9.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/27-28/1/@2.0-end,@start-9.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,3,3,"[3.0, 0.5, 0.5, 2.0, 4.0]","3-3/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/3-3/2/@1.0-end,@start-4.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,6,7,"[2.0, 2.0, 1.0, 1.0, 2.0]","6-7/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/6-7/2/@4.0-end,@start-3.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,7,8,"[1.0, 1.0, 1.0, 1.0, 2.0]","7-8/2/@4.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/7-8/2/@4.0-end,@start-2.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 4]",Missa Confitemini  Kyrie,Contratenor,12,13,"[6.0, 1.0, 1.0, 2.0, 4.0]","12-13/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/12-13/2/@1.0-end,@start-2.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,14,16,"[2.0, 2.0, 4.0, 2.0, 1.0]","14-16/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/14-16/2/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,24,25,"[2.0, 4.0, 1.0, 1.0, 1.0]","24-25/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/2/@2.0-end,@start-2.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,26,27,"[2.0, 2.0, 1.0, 1.0, 2.0]","26-27/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/26-27/2/@4.0-end,@start-3.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,3,4,"[1.0, 2.0, 1.0, 1.0, 3.0]","3-4/3/@2.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/3-4/3/@2.5-end,@start-1.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,6,7,"[1.0, 2.0, 1.0, 1.0, 2.0]","6-7/3/@2.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/6-7/3/@2.5-end,@start-1.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,8,9,"[2.0, 2.0, 1.0, 1.0, 4.0]","8-9/3/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/8-9/3/@4.0-end,@start-3.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,13,14,"[1.0, 4.0, 1.0, 1.0, 2.0]","13-14/3/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/13-14/3/@1.5-end,@start-1.0"
"[-2, -2, -2, 4]","[-2, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,17,17,"[1.0, 1.0, 1.0, 1.0, 4.0]","17-17/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/17-17/3/@1.0-end,@start-3.0"
"[1, -2, -2, 2]","[3, -2, -2, 2]",Missa Confitemini  Kyrie,Superius,5,6,"[4.0, 2.0, 2.0, 2.0, 4.0]","5-6/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/5-6/1/@2.0-end,@start-3.0"
"[1, -2, -2, 2]","[2, -2, -3, 2]",Missa Confitemini  Kyrie,Superius,24,25,"[2.0, 2.0, 2.0, 3.0, 1.0]","24-25/1/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/1/@2.0-end,@start-2.5"
"[1, -2, -2, 2]","[2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,8,9,"[2.0, 2.0, 2.0, 2.0, 4.0]","8-9/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/8-9/2/@3.0-end,@start-3.0"
"[1, -2, -2, 2]","[1, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,13,14,"[4.0, 2.0, 1.0, 1.0, 1.0]","13-14/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/13-14/2/@2.0-end,@start-2.0"
"[1, -2, -2, 2]","[2, -2, -3, 2]",Missa Confitemini  Kyrie,Contratenor,25,26,"[1.0, 2.0, 2.0, 2.0, 4.0]","25-26/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/2/@2.5-end,@start-2.0"
"[1, -2, -2, 2]","[2, -2, -2, 1]",Missa Confitemini  Kyrie,Tenor,26,27,"[2.0, 4.0, 1.0, 1.0, 1.0]","26-27/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/26-27/3/@4.0-end,@start-4.0"
"[1, -2, -2, 2]","[1, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,27,28,"[1.0, 1.0, 0.5, 0.5, 2.0]","27-28/3/@3.5-end,@start-7.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/27-28/3/@3.5-end,@start-7.0"
"[4, -2, 4, -2]","[2, -2, 4, -2]",Missa Confitemini  Kyrie,Superius,6,7,"[2.0, 4.0, 2.0, 4.0, 2.0]","6-7/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/6-7/1/@2.0-end,@start-4.0"
"[4, -2, 4, -2]","[4, -2, 2, -2]",Missa Confitemini  Kyrie,Superius,7,8,"[2.0, 4.0, 2.0, 3.0, 1.0]","7-8/1/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/7-8/1/@1.0-end,@start-2.5"
"[4, -2, 4, -2]","[2, -2, 4, -2]",Missa Confitemini  Kyrie,Superius,16,17,"[2.0, 1.0, 1.0, 4.0, 2.0]","16-17/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/16-17/1/@4.0-end,@start-4.0"
"[4, -2, 4, -2]","[2, -2, 4, -2]",Missa Confitemini  Kyrie,Contratenor,4,5,"[2.0, 4.0, 2.0, 2.0, 4.0]","4-5/2/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/4-5/2/@2.0-end,@start-3.0"
"[4, -2, 4, -2]","[4, -2, 4, -2]",Missa Confitemini  Kyrie,Contratenor,21,22,"[2.0, 4.0, 2.0, 4.0, 4.0]","21-22/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/21-22/2/@1.0-end,@start-3.0"
"[4, -2, 4, -2]","[2, -2, 4, -2]",Missa Confitemini  Kyrie,Tenor,4,5,"[1.0, 2.0, 4.0, 4.0, 2.0]","4-5/3/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/4-5/3/@2.5-end,@start-4.0"
"[4, -2, 4, -2]","[4, -2, 2, -2]",Missa Confitemini  Kyrie,Tenor,4,6,"[4.0, 4.0, 2.0, 3.0, 1.0]","4-6/3/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/4-6/3/@4.0-end,@start-end,@start-2.5"
"[4, -2, 4, -2]","[2, -2, 4, -2]",Missa Confitemini  Kyrie,Tenor,7,8,"[2.0, 2.0, 4.0, 6.0, 2.0]","7-8/3/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/7-8/3/@1.0-end,@start-4.0"
"[2, 2, -2, -3]","[1, 2, -2, -3]",Missa Confitemini  Kyrie,Superius,23,25,"[6.0, 2.0, 2.0, 2.0, 3.0]","23-25/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/23-25/1/@3.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Superius,25,26,"[1.0, 1.0, 3.0, 1.0, 3.0]","25-26/1/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/1/@3.0-end,@start-2.0"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Contratenor,6,7,"[0.5, 0.5, 2.0, 2.0, 1.0]","6-7/2/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/6-7/2/@3.5-end,@start-2.0"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Contratenor,11,12,"[2.0, 2.0, 6.0, 1.0, 1.0]","11-12/2/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/11-12/2/@3.0-end,@start-4.5"
"[2, 2, -2, -3]","[2, 2, -2, -3]",Missa Confitemini  Kyrie,Contratenor,23,24,"[3.0, 1.0, 2.0, 3.0, 1.0]","23-24/2/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/23-24/2/@1.0-end,@start-1.5"
"[2, 2, -2, -3]","[2, 2, -2, -3]",Missa Confitemini  Kyrie,Contratenor,25,26,"[1.0, 1.0, 2.0, 2.0, 2.0]","25-26/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/2/@2.0-end,@start-1.0"
"[2, 2, -2, -3]","[2, 1, -2, -2]",Missa Confitemini  Kyrie,Contratenor,26,27,"[2.0, 4.0, 2.0, 2.0, 1.0]","26-27/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/26-27/2/@1.0-end,@start-2.0"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Tenor,2,3,"[4.0, 4.0, 3.0, 1.0, 2.0]","2-3/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/2-3/3/@1.0-end,@start-3.0"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Tenor,12,13,"[2.0, 2.0, 3.0, 1.0, 4.0]","12-13/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/12-13/3/@2.0-end,@start-2.0"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Tenor,26,27,"[4.0, 2.0, 4.0, 1.0, 1.0]","26-27/3/@2.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/26-27/3/@2.0-end,@start-3.5"
"[2, 2, -2, -3]","[2, 2, -2, -2]",Missa Confitemini  Kyrie,Bassus,12,13,"[2.0, 2.0, 6.0, 1.0, 1.0]","12-13/4/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/12-13/4/@3.0-end,@start-4.5"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Superius,4,5,"[1.0, 1.0, 3.0, 1.0, 2.0]","4-5/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/4-5/1/@2.0-end,@start-1.0"
"[-2, -3, 2, 1]","[-2, -3, 2, 2]",Missa Confitemini  Kyrie,Superius,24,25,"[2.0, 2.0, 3.0, 1.0, 1.0]","24-25/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/1/@3.0-end,@start-3.0"
"[-2, -3, 2, 1]","[-2, -2, 2, 1]",Missa Confitemini  Kyrie,Contratenor,8,10,"[2.0, 2.0, 2.0, 4.0, 16.0]","8-10/2/@4.0-end,@start-end,@start-5.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/8-10/2/@4.0-end,@start-end,@start-5.0"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Contratenor,13,14,"[2.0, 1.0, 1.0, 1.0, 1.0]","13-14/2/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/13-14/2/@4.0-end,@start-2.5"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Contratenor,15,16,"[2.0, 4.0, 2.0, 1.0, 1.0]","15-16/2/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/15-16/2/@1.0-end,@start-1.5"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Contratenor,22,23,"[4.0, 4.0, 3.0, 1.0, 2.0]","22-23/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/22-23/2/@1.0-end,@start-3.0"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Contratenor,24,25,"[4.0, 1.0, 1.0, 1.0, 1.0]","24-25/2/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/2/@3.0-end,@start-2.5"
"[-2, -3, 2, 1]","[-2, -3, 2, 1]",Missa Confitemini  Kyrie,Contratenor,25,26,"[2.0, 2.0, 2.0, 4.0, 2.0]","25-26/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/2/@3.0-end,@start-4.0"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Tenor,3,4,"[2.0, 1.0, 1.0, 3.0, 1.0]","3-4/3/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/3-4/3/@3.0-end,@start-2.5"
"[-2, -3, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Tenor,6,7,"[2.0, 1.0, 1.0, 2.0, 2.0]","6-7/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/6-7/3/@3.0-end,@start-2.0"
"[-2, -3, 2, 1]","[-2, -2, 2, 1]",Missa Confitemini  Kyrie,Tenor,27,28,"[1.0, 0.5, 0.5, 2.0, 2.0]","27-28/3/@4.0-end,@start-8.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/27-28/3/@4.0-end,@start-8.0"
"[-3, 2, 1, -2]","[-2, 2, 2, -2]",Missa Confitemini  Kyrie,Superius,1,3,"[2.0, 4.0, 4.0, 3.0, 1.0]","1-3/1/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/1-3/1/@4.0-end,@start-end,@start-2.5"
"[-3, 2, 1, -2]","[-3, 2, 2, -2]",Missa Confitemini  Kyrie,Superius,13,14,"[4.0, 2.0, 2.0, 1.0, 1.0]","13-14/1/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/13-14/1/@1.0-end,@start-1.5"
"[-3, 2, 1, -2]","[-3, 2, 2, -2]",Missa Confitemini  Kyrie,Contratenor,11,12,"[4.0, 2.0, 2.0, 6.0, 1.0]","11-12/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/11-12/2/@1.0-end,@start-4.0"
"[-3, 2, 1, -2]","[-2, 2, 2, -2]",Missa Confitemini  Kyrie,Contratenor,22,23,"[4.0, 3.0, 1.0, 2.0, 3.0]","22-23/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/22-23/2/@3.0-end,@start-4.0"
"[-3, 2, 1, -2]","[-3, 2, 1, -2]",Missa Confitemini  Kyrie,Contratenor,25,27,"[2.0, 2.0, 4.0, 2.0, 2.0]","25-27/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-27/2/@4.0-end,@start-end,@start-1.0"
